,date,user_id,username,tweet
2982,2021-12-24 06:06:55,173006367,thebendingone,   incorrect. If none of the patients have omicron it would show that it’s not as dangerous as the other variants
2981,2021-12-24 07:06:32,188347682,temptempholder,U know how dumb EDMW is. Or how Evil they are. They will say got vaccine still get omicron and covid.  I see Liao I also vomit blood. Shift goalpost expert. These anti vaxxer
2980,2021-12-24 07:56:40,188347682,temptempholder,"Vitamin D (exposure to sunshine cos Singapore) + double Vax Moderna did not save me from infection, and minor irritant  long covid   But I manage to see doctor only once to get some symptom medication and self recover in hotel, in fact I stop medication few days cos unsuitable"
2979,2021-12-24 07:56:42,188347682,temptempholder,Occasionally during 15 days. Got appetite totally. Got cough sometimes. Headache sometimes.   Again. Vitamin D (cos I remember I got go out and about Singapore) and double Vax Moderna  I prefer to get triple Moderna first. But alas. I was probably like case 220 000th covid+ case
2978,2021-12-24 08:14:13,19785811,dwallbank,"If you are writing this now your Christmas cards won't get there until after the holiday anyway so may as well skip this year, blame Covid, and hope  reminds you to start the cards a month earlier next year."
2977,2021-12-24 08:35:22,188347682,temptempholder,"The full facts of covid, vaccine, pill, patient type and timing will be put in textbook one day for any person to learn if they want to  No need see any new graphs or early finding.  Instead, is well documented, proven information and full intricate facts of covid19 on bookstore  "
2976,2021-12-24 09:31:44,20971460,royongbg,It's Christmas Eve. Another COVID Christmas. Regardless. I'm thankful for what I have and who I have around to share it with. Merry Christmas and happy holidays everyone.
2975,2021-12-24 14:25:27,775887418142535680,drdavidliew,Today: “Immunocompromised people who have received three primary doses of a COVID-19 vaccine will be able to receive a booster dose in line with the timing for the general population.”  Let’s do this 🇦🇺       
2974,2021-12-24 15:56:38,1343417285101273088,NicoleL23022173,COVID 19 Fuck You  Mother fucker COVID 😭  Covid get the hell out 😭🤬😩
2973,2021-12-24 17:22:29,1286006937671184384,habiba_nisa,"Can't describe my feeling  in word right now, right after hearing Suga tested positive of Covid-19. Get well soon Yoongi-ah. 😭😭😭😭😭💔 "
2972,2021-12-24 18:15:17,50274262,MisterTechBlog,"""List of places visited by Covid-19 positive Japanese national in Shanghai becomes viral food map""   "
2971,2021-12-24 21:34:53,188347682,temptempholder,"I am grateful that my family still alive. We may not have anything. But I just wish for watching paint dry . By pure chance , we could have die in 2021 if we unlucky pass by covid and get it. But so far, we are boosted, alive.  I have lost many other things. Fail many things."
2970,2021-12-25 00:52:18,5681162,chunology,"Covid Christmas tradition: coldest AC settings this year, ugly sweater, sweat pants, YouTube fireplace and home alone to Home Alone. Has it really been a year?! #365daysofchun @ Singapore  "
2969,2021-12-25 03:21:50,873745402586988545,monsouleil,omg covid started when i was 17 im boutta be 20 soon
2968,2021-12-25 15:40:08,188347682,temptempholder,So the covid did not touch my Add maths brain.   Maybe two Moderna gave me enough protection.  At least still can do Add maths question without refering to formula
2967,2021-12-25 15:58:37,1186551108837068806,KelvinH68186658,Now you know why UK is having so many cases of Covid?
2966,2021-12-25 18:07:24,1453990572,_rodahidup,Commentary: Unvaccinated populations fuel the emergence of COVID-19 variants     
2965,2021-12-25 19:20:51,188347682,temptempholder,As a person who listen to neuroscience stories..  I am not surprised by losing Ur sense of taste completely just because u inhale covid virus and it successfully attack some important brain and/or body part..  Most people have primitive understanding of what is self in 1st place
2964,2021-12-25 20:35:39,188347682,temptempholder,"Jialat. Omicron has come up, as expected, Liao in Singapore. 79 cases local dunno is to date or today.  Plus import dunno is got Released into community or not.  Import is 300 plus Omicron, dunno is to date or today."
2963,2021-12-25 21:22:07,1343417285101273088,NicoleL23022173,Fuck COVID
2962,2021-12-25 21:22:35,188347682,temptempholder,"Talking about covid case number be like 280860 went to River Valley Road pub , met with colleague 281477 .  "
2961,2021-12-25 21:36:26,1343417285101273088,NicoleL23022173,Fck COVID 🤬
2960,2021-12-25 21:39:02,967248092415148039,c2monoxide, SAME I regretted not going on 2019 cause I complacence that they will come every year end up covid
2959,2021-12-25 23:28:41,1453990572,_rodahidup,448 Omicron COVID-19 cases detected in Singapore to date; new cluster linked to bar on River Valley Road     
2958,2021-12-26 04:52:20,1290394810126422016,jakesonaplane_,"Arrival into Singapore was seamless. Deplaned at 8:59pm, cleared immigration, took my covid test, and was curbside at 9:23pm  "
2957,2021-12-26 05:10:31,1453990572,_rodahidup,248 new COVID-19 cases reported in Singapore; 98 new Omicron infections confirmed     
2956,2021-12-26 14:31:49,14671843,dreampipe,Not sure I get the whole having to use social media to let everyone know you have covid.
2955,2021-12-26 20:29:22,1453990572,_rodahidup,Malaysia’s COVID-19 app MySejahtera introduces Bluetooth contact tracing feature      
2954,2021-12-26 22:09:03,188347682,temptempholder,Pls show zero mercy to 33 driver. Maximum punishment. And parliament should consider upping punishment more more. And pls just give max charge  59-year-old fatality from Tampines collision was artist who became private hire driver due to Covid-19: Shin Min  
2953,2021-12-26 23:57:36,19785811,dwallbank,"Singapore: ""Locally, our Omicron cases have so far not been severe as well – none has required intensive care or oxygen supplementation, although this may be partially due to most cases being fully vaccinated and from younger age groups."""
2951,2021-12-27 01:09:48,1453990572,_rodahidup,209 new COVID-19 cases reported in Singapore; 104 new Omicron infections confirmed      
2950,2021-12-27 03:39:28,1453990572,_rodahidup,"Buddy system, ART tests: What does home recovery mean for Covid-19 patients in Singapore?  "
2949,2021-12-27 04:00:36,1453990572,_rodahidup,"🔼 546 Omicron (25/12).        - (103 locals, 443 imports) 🔼 277,764 total cases. 🔽 209 new cases.       - (-39, 25/12) 🔽 105 community cases. 🔽 4 migrant workers. 🔼 100 imported cases. 🔼 50.1% ICU  🔽 822 deaths. (+1) 🔼 3rd 💉, 36%. 🔼 R0 0.58.   "
2948,2021-12-27 07:38:07,108549569,sundar_s1955,Rajeev  Satya  Decisive use of AstraZeneca vaccine may have spared UK from omicron crisis hitting Europe  
2947,2021-12-27 12:51:06,126677641,AlanHQR,i will never get covid
2946,2021-12-27 14:58:50,625438784,nurulsbna,This new variant Omicron COVID-19 is so worrying. 😔
2945,2021-12-27 19:33:01,108549569,sundar_s1955,"With Threat of Covid Third Wave Lurking, 5 Things India Must Do To Protect the Protectors  "
2944,2021-12-28 00:37:12,14803678,janegilbert,Add a throat swab to your at home covid test!
2943,2021-12-28 02:15:23,33348985,Paddy_R,One positive from Covid. The demise of makeup YouTube and the creators thinking they’re celebrities
2942,2021-12-28 07:21:05,1453990572,_rodahidup,Singapore has done whatever it can to prepare for next COVID-19 wave amid global Omicron spread: Lawrence Wong     
2941,2021-12-28 07:22:50,1453990572,_rodahidup,"Omicron cases to recover at home, community facilities as Singapore eases approach to managing COVID-19 variant     "
2940,2021-12-28 09:02:26,22220293,cheguthamrin,Tell that to those killed by Covid. 🤷🏽‍♂️
2939,2021-12-28 09:47:08,1453990572,_rodahidup,"🔼 546 Omicron (25/12).        - (103 locals, 443 imports) 🔼 278,044 total cases. 🔼 280 new cases.       - (+71, 26/12) 🔼 141 community cases. 🔼 5 migrant workers. 🔼 134 imported cases. 🔼 49.3% ICU  🔼 825 deaths. (+3) 🔼 3rd 💉, 37%. 🔼 R0 0.62.   "
2938,2021-12-28 09:50:30,1453990572,_rodahidup,As of 26/12/21. #Omicron.  
2937,2021-12-28 17:01:07,188347682,temptempholder,2hrs talking during work face to face just now. Much more work done than online for this client .  I wonder how people decide what is risk though.  As online is certain safety from spreading covid
2936,2021-12-28 17:48:45,601198790,raushansays,"A huge setback for our ambitions - considering everything Tatsuma achieved in his Covid-ridden tenure. Wore his heart on his sleeve, took us as far as he could considering the circumstances. The next move by  is key to ensure this isn’t 1 step forward, 5 steps back."
2935,2021-12-28 18:54:04,1453990572,_rodahidup,"Malaysia lifts COVID-19 travel ban on 8 African countries, cuts booster interval amid Omicron fears     "
2934,2021-12-28 23:13:02,91404995,arthurfoongwk,"When #EFC last game is called off at Burnley due to COVID-19, then the match vs Newcastle should also be off - COVID-19 can't clear off that fast. Isn't it?"
2933,2021-12-28 23:19:00,49508430,toothfully,"Omicron next wave, thanks to VTL. #Singapore #Singaporelife #VTL2021 #VTL #OmicronVariant"
2932,2021-12-29 00:29:55,330920235,abhiuxdesigner,"  Why you are not starting flights which was closed before covid, Singapore to Jaipur (Rajasthan). Please start and I hope you will get lot of business from this itinerary. #siasgtojpr #flightfromsgjpr"
2931,2021-12-29 01:06:20,1453990572,_rodahidup,"🔼 546 Omicron (25/12).        - (103 locals, 443 imports) 🔼 278,409 total cases. 🔼 365 new cases.       - (+85, 27/12) 🔼 191 community cases. 🔽 1 migrant workers. 🔼 173 imported cases. 🔽 49.1% ICU  ⏹️ 825 deaths.(-) 🔼 3rd 💉, 38%. 🔼 R0 0.67.   "
2930,2021-12-29 03:18:38,1453990572,_rodahidup, Against Omicron??
2929,2021-12-29 11:35:33,82796294,lchanwrites, Is it sniffles or is it covid is worst game
2928,2021-12-29 11:41:17,188347682,temptempholder,First world problems or not. Discuss.  I also dread my job too. Greatly affected by covid until I am forced to the wall and have to make sweeping changes to my lifestyle in the midst of family tragedy.
2927,2021-12-29 17:50:59,1447307199970254853,Jasonngose,"   The guy’s a covid denier, pal! Best not bother with this one!"
2926,2021-12-29 17:51:03,1453990572,_rodahidup,"New CDC data on omicron variant symptoms: What happens after reinfection, vaccination   via "
2925,2021-12-29 20:50:44,1453990572,_rodahidup,Travellers can each bring up to 20 COVID-19 self-test kits into Singapore: HSA     
2924,2021-12-29 23:45:36,1453990572,_rodahidup,341 new COVID-19 cases reported in Singapore; 170 Omicron infections confirmed     
2923,2021-12-30 05:47:06,19785811,dwallbank,There are a lot of things people don't know or aren't good at dealing with re: Covid. But rapid testing is something a lot of Asia and Europe have solved for a while now.
2922,2021-12-30 11:01:42,16399102,jellology,"Learn and see how US, Germany, Singapore and Indonesia handle Covid."
2921,2021-12-30 11:25:14,286200084,shuklap,#Delhi AAP government has adopted  Graded Response Action Plan (GRAP) That is automated response based on positive cases. Kejriwal uses science and politics to govern. Not politics in fighting Covid   #Punjab  #PunjabElection2022  #PunjabAssemblyElections
2920,2021-12-30 12:56:53,18704408,mrkwhite," confirming in a press conference just now that, with regards to Covid, he won’t give a RAT(s) #auspol"
2919,2021-12-30 19:31:05,188347682,temptempholder,Teen died 75 days after vaccination is abit long long period right. So many factors could have transpired in 75 days.   Meanwhile official deaths of covid is  5420000 people.  I think we first should wait for autopsy result first.   Also policy wise there cannot be much change
2918,2021-12-30 19:31:06,188347682,temptempholder,"Young people, young adults do go ICU , do die for covid and do suffer long covid terribly if unvaccinated. That is fact played out in every country."
2917,2021-12-30 20:00:21,188347682,temptempholder,I think how covid saga is prequel to Hunger Games.
2916,2021-12-30 22:11:39,188347682,temptempholder,Some companies boom during covid
2915,2021-12-31 10:26:40,14397195,danibogo,"Learning to live with Covid doesn't mean throwing it all away and living like there's no tomorrow, but accept that some degrees of prevention are part of our lives now. Endemic means part of our day routine but doesn’t assess whether something is mild or severe.   It is not over."
2914,2021-12-31 10:42:55,188347682,temptempholder,"My only staycation I can afford is govt one, as a covid patient in Tiong Bahru Hotel"
2913,2021-12-31 15:00:06,87652191,adetgarcia,"2021, what a year?! From back to office, then new restrictions, heightened alert, to delta, buy some thing to turned 30 to found a new job, found a grey hair, then got covid to VTL and then omicron. Oh 2021. 😅 Im still here at work! Dang!"
2912,2021-12-31 17:59:24,3013411818,hafizahcheese,Ok i think the resolution that i met fully was stop getting heartbroken. The rest not so...and ofc the travel part cause covid obsessed with mother earth
2911,2021-12-31 18:11:46,4491783433,MrVanOosterhout,"The Law of Truly Large Numbers states that the improbable becomes commonplace with enough trials.  Right now, that trial is “catches COVID.”  The “improbable” is “you die.” One would think the policy solution would be to reduce the number of cases, but I’m no policymaker."
2910,2021-12-31 18:14:11,188347682,temptempholder,"When dealing with all things related to covid , including SRV voucher.  Also, it's just money thing . And not some life and death decision issue..  No big deal lah  Again.. as someone who did learn coding before . It's really very difficult to compile a code properly as intended"
2909,2021-12-31 18:52:17,775573314496368640,syarifahazmi_,he suspected +ve covid and i- 😭😭😭😭
2908,2021-12-31 19:08:43,57304202,joslinvk,"How is he even allowed to travel amid the global COVID turmoil? How about the family? Hope they stay wherever they went to for good. That will be an opportunity for the Congress to revamp itself and be ready to dislodge the BJP in 2024. With the family in, there is no such chance"
2907,2021-12-31 21:48:35,1603021837,rifhansalehin,12/11/2021 - ORDLOH!  A month overdue post due to contracting Covid &amp; all...😅 @ Singapore Civil Defence Academy  
2906,2022-01-01 01:16:13,1062467755679506433,PhilHedayatnia,"I won’t hide that this has been the most challenging year of my life.  I spent months in bed fighting COVID-19, and unfortunately I still feel its effects— but after a long fight, I’m well enough to resume a mostly normal life, even if my breathing and energy isn’t normal again."
2905,2022-01-01 01:21:36,203884269,Rys5a_Gonzalez,"I’ve never believe in making a resolution but eversince the pandemic , the covid crisis has made me realise the years I’ve ignored and could have taken things for granted…    "
2904,2022-01-01 04:06:35,19705371,fyhao,Don’t look up I get it. Same situation like now. #Don't Look Up #Covid_19
2903,2022-01-01 04:10:14,315816992,BenCharoenwong,"2. New rules that introduce a fine for eating in a food court and not returning your tray.   Me in 2005: why don't people return their trays like in the US?  Sg in 2021: ok w covid lets require it with a fine of $300, with repeat penalties up to $2k.  Fine city indeed."
2902,2022-01-01 04:10:58,19705371,fyhao,Will #deathto2020 #deathto2021 #deathto2022 full of #covid issue 
2901,2022-01-01 05:53:13,294708610,anne_koh,Covid-19 had certainly affected us in a way or another during the past two years.  May the New Year brings us new hope and I like to wish all my friends and your family a Great and Happy New Year 🎉  
2900,2022-01-01 13:42:35,188347682,temptempholder,How does Delta Omicron works if both are present.  If Omicron infections help reduce delta infection  And  If Omicron infection is more milder infection  Then it will be like kind of vaccine.  And so is Omicron better or vaccine better?
2899,2022-01-01 15:03:36,73908023,BakshOgra,"Welcome to 2022, while last 2 years have been very different (all thanks to covid) family pillar has been the source of strength, wishing you and your loved ones a happy new year 🥳  #VyomOgra @ Singapore 新加坡  "
2898,2022-01-01 16:25:04,56371299,nnxsri,to all the YPs in the videos partying at CQ and ECP last night in massive crowds   I hope you get covid and it hurts but you’re on home recovery so healthcare workers don’t have to deal with your stupid ass lol
2897,2022-01-01 21:12:20,188347682,temptempholder,There is no free lunch But there is free covid I hope those people who go too crowded place dun be too sad if they spread to their elderly
2896,2022-01-02 00:32:55,188347682,temptempholder,And she died of covid recently  
2895,2022-01-02 03:49:27,1453990572,_rodahidup,"456 new COVID-19 cases in Singapore, highest in more than 2 weeks     "
2894,2022-01-02 09:24:34,1354451140641845253,FianFazlie,Crazy white expat want to make a police report cos I called him white tr Lol sure. He was the one downplaying and criticizing our gov for handling COVID 🤷🏻‍♂️
2893,2022-01-02 09:27:37,2739924254,DanielSadhu,Obesity and its link to severe Covid. Unfortunately no one is talking about this.
2892,2022-01-02 13:21:13,23172900,fireopal82,Nasi Lemak Royale and milk tea for lunch on a rainy day… what a rainy new year!  Hope it washes all the covid woes away! @ Crave At Star Vista  
2891,2022-01-02 19:08:14,188347682,temptempholder,Indian genius boy got predict Arsenal lose to Man city ?  I wonder what science is he practising.  Maybe say if when China will attack Taiwan or not?  What is he exactly predicting about covid? Can dun give vague prediction??  
2890,2022-01-02 22:45:39,63036381,sharonlee25,Fark Omicron! I’m going to the US to meet  ! #wrestlecon
2889,2022-01-03 13:32:57,144512398,PurpleJam88,Late post - last gathering of the year on 31 Dec with BFFs whom managed to meet after a whole year due to COVID restrictions. Forgot to post group photo 🥺 #/food @ Square 2  
2888,2022-01-03 14:41:34,1104997443538628608,SolomanPrabuR,Covid: New Year New Me Every Year.  2020: Covid-19 💪🏻  2021: Omicron 💪🏻💪🏻  2022: Florana 💪🏻💪🏻💪🏻💪🏻  We gotta learn a thing or two from Covid.
2887,2022-01-03 16:06:35,116806849,guptajaideep,"New opportunities covid created - mask covers, mask elastics that tie around the head thereby reducing strain behind ears !! @ Jewel Changi Airport  "
2886,2022-01-03 17:20:52,28810596,misofoxx,"Singapore's definition of ""living with covid"" is actually just ""working with covid"" lah. Hahaha your social life still suspended until further notice ok guys"
2885,2022-01-04 01:55:52,188347682,temptempholder,Singaporean of the year = first huge waver covid patients  We eat the bullet so as to slow down the covid wave  And we suffer the long covid
2884,2022-01-04 04:15:21,203884269,Rys5a_Gonzalez," Tease for a tease😉What Can I Say…wish I can change 2022 to b a world free of Covid,racism/discrimination. Wldnt change fact tht m v much Still The Same Old Brand New a1 lover. I’ld Keep my Promises tht I’ld b there front row amidst the crowd cheering proud forevermore with u❤️"
2883,2022-01-04 05:56:22,3013411818,hafizahcheese,The only pro of covid is that i dont have to travel 2 hours for a probably 30 -45 minutes interview 🤣
2882,2022-01-04 06:07:05,1453990572,_rodahidup,"Omicron COVID-19 variant 'plainly milder'; new measures not needed, UK's Johnson says     "
2881,2022-01-04 07:46:03,188347682,temptempholder,"Covid already, and how much science we need for coming future for covid , and non covid issues.  So I presume we need people working in math communication industry still as we try to explain how logic works and why we are able to make conclusions about X.  Essentially, one of key"
2880,2022-01-04 10:56:30,78264349,Sgboy01,"West side story this weekend, no pre party because of Covid"
2879,2022-01-04 11:09:17,78264349,Sgboy01,West side story this weekend! Pre covid there will most certainly be a pre party
2878,2022-01-04 17:13:11,1453990572,_rodahidup,China locks down city of 1.2 million after three COVID-19 cases     
2877,2022-01-04 19:58:09,1453990572,_rodahidup,More evidence that Omicron causes milder symptoms: WHO     
2876,2022-01-04 22:31:00,188347682,temptempholder,Singapore covid cases is finally ready to go up. Should have seen this coming as it has been simmering all these while.  The only thing is how big will this wave be ??   Omicron Doubling is finally showing as it jumps from about 20 to 90 now for local community Omicron spread
2875,2022-01-05 02:04:32,51385779,sawayamadoll,....did she just say to meditate and journal covid away? girl bye 💀
2874,2022-01-05 07:03:15,50274262,MisterTechBlog,"China's Covid-19 lockdown in Xi'an hits chipmakers Samsung, Micron   "
2873,2022-01-05 13:05:40,1453990572,_rodahidup,US CDC says COVID-19 level in Singapore 'unknown' in updated travel notice     
2870,2022-01-05 13:06:24,1453990572,_rodahidup,US CDC backs previous advice for 5-day COVID-19 isolation; no test needed     
2869,2022-01-05 18:13:41,1453990572,_rodahidup,MOH makes police report against Healing the Divide group over plans to 'disrupt operations' at COVID-19 paediatric vaccination centres     
2868,2022-01-05 18:14:01,1453990572,_rodahidup,842 new COVID-19 cases in Singapore; 438 Omicron infections confirmed     
2867,2022-01-05 18:14:17,1453990572,_rodahidup,Singapore’s COVID-19 weekly infection growth rate back above 1 for first time since Nov 12     
2866,2022-01-05 19:32:50,1451955246058512390,tjye36,Singapore may have no choice but to tighten measures if COVID-19 spread amplified by 'unnecessary' risks: Lawrence Wong  
2865,2022-01-05 23:38:47,625438784,nurulsbna,"2 weeks without #KurulusOsman 🥺. It alright, so be sabr for now. May we all under الله grace, mercy and protection from Covid-19. Amin ya rabb.."
2864,2022-01-06 10:02:18,1215857454006726656,JaffsG,"Join me in stopping the spread of COVID-19! Download TraceTogether, an app by MOH and GovTech. #SGUnited Go to:  "
2863,2022-01-06 14:54:33,38179153,rezaprabowo,Omicron imminent. Time to renew Wahoo SYSTM and Zwift subscription. #psa #herewegoagain
2862,2022-01-06 16:10:38,1453990572,_rodahidup,805 new COVID-19 cases in Singapore; 440 Omicron infections confirmed     
2861,2022-01-06 20:34:00,78264349,Sgboy01,Reusable? I thought they are crap against Omicron?
2860,2022-01-06 20:49:14,49508430,toothfully,"Maneouvering at Xian mirrors the Great Wall. As long as the results are impressive, the human cost is immaterial. #Xian #China #chinalockdown  #Covid_19 #COVIDIOTS #slavery"
2859,2022-01-06 22:19:17,188347682,temptempholder,Went to flyer. Risk event Sia. If got covid then is wrong decision.. hai.  Life is so taxing
2858,2022-01-07 01:26:17,188347682,temptempholder,Everyday in covid era since 2019 is Hunger Games. Best of luck to remaining survivors. Many have died tragically.  
2857,2022-01-07 04:54:58,1357330085678776321,Patrick84058950,  Omicron are spreading like wild fire everywhere how do u expect them to open the border?  Be logical
2856,2022-01-07 05:01:10,1357330085678776321,Patrick84058950,  Omicron spreading like wild fire everywhere so u must be logical that it won't happen anytime soon.
2855,2022-01-07 05:53:06,1453990572,_rodahidup,813 new COVID-19 cases in Singapore; 365 Omicron infections confirmed     
2854,2022-01-07 06:43:28,2585674922,Ninadelacruzmd,"Finally at ‘par’ 🏌🏻‍♀️ Loving this game and its many lessons :) Also, officially escaped Winter for the holidays 🌸💯 and seen family after 2 years of covid so it is all a win-win  "
2853,2022-01-07 15:03:17,24300253,jonnyleemills, Okay great. We are leaving Singapore on this Monday evening and arrive London Heathrow on Monday. So will cancel our Covid test. Thanks
2852,2022-01-07 15:21:32,1453990572,_rodahidup,"How might an Omicron wave develop in Singapore? Vaccinations, safety measures may 'wear impact'     "
2851,2022-01-07 15:21:57,1453990572,_rodahidup,"Omicron may be less severe in young and old, but not 'mild': WHO     "
2850,2022-01-07 16:44:56,268218068,_itsA7mad,Thanks again boss 👑 2022 theme should be covid vaccine brands  
2849,2022-01-07 18:15:13,188347682,temptempholder,"What fraction of world has covid? Answer 300/7500 = 1/25  For every soccer match, one of human will have covid."
2848,2022-01-07 19:40:17,1121038996572782592,FeelTheBlaziker,"Just realised that tomorrow, I'm taking my Covid booster shot in the afternoon and releasing the prologue chapter of #RDTheFinalCall in the evening.  Me right now:  "
2847,2022-01-07 20:35:45,13152,DTrain,"Now you've gone too damn far, COVID McDonald's runs out of hash browns in some Taiwan stores  "
2846,2022-01-07 22:48:57,1358398299510689794,weng_mewxbts,"Covid,can you please disappear already ? Lord 🙏 please make it happen. We want our  MewMew to start shooting already for TOE.  MSS X EFM  #MEWxEFMFandomLive   "
2844,2022-01-08 01:46:13,43661533,theskyisbluish,I remember thinking what would happen to SARS-CoV-2 biosurveillance once most are already vaccinated. Then delta and omicron happened. 😐 #unpredictable
2843,2022-01-08 10:43:29,1453990572,_rodahidup,IN FOCUS: Singapore-Malaysia VTLs a comfort for families seeking reunion but Omicron has other plans in store     
2842,2022-01-08 10:44:33,1453990572,_rodahidup,World passes 300 million COVID-19 cases as Omicron breaks records     
2841,2022-01-08 10:45:05,1453990572,_rodahidup,777 new COVID-19 cases in Singapore; 535 Omicron infections confirmed     
2840,2022-01-08 12:41:54,188347682,temptempholder,"So hard to decouple covid19, Omicron and deaths  Humans beings, all 7 billion of them, are real time calculator machine  And to calculate the outcome of Covid19, you have to calculate everything every second  Where got so much computing power  We are merely doing approximation  "
2839,2022-01-08 12:44:54,36618215,vinay_deshmukh,"Not sure if OMICRON will cause significant impact on lives of people, but definitely the media frenzy abt it will have deepening impact on minds of everyone making them fidgety #lifeduringcovid #FactsMatter #dontpanic #dontbescared"
2838,2022-01-08 12:51:40,19785811,dwallbank,Covid Zero doesn't work forever. Singapore and Australia learned that months ago. Hong Kong is now figuring it out the hard way.   
2837,2022-01-08 23:57:49,212125304,DESmondddLIM,"8 January, Capricorn: Thankful ❤️. I might not be able to meet every group this year due to Covid restrictions in Singapore, I’m beyond grateful for the gestures received.  "
2835,2022-01-09 04:54:00,1453990572,_rodahidup,811 new COVID-19 cases in Singapore; 404 Omicron infections confirmed     
2834,2022-01-09 05:11:39,1453990572,_rodahidup,Doctors warn exactly when to seek medical help with worsening Omicron symptoms  
2833,2022-01-09 06:50:20,1453990572,_rodahidup,"🔼 2,252 Omicron (5/01).        - (18% of all cases) 🔼 284,802 total cases. 🔼 811 new cases.       - (+34, 7/01) 🔼 253 community cases. 🔼 14 migrant workers. 🔼 544 imported cases. 🔽 43.4% ICU utilisation ⏺️ 837 deaths.(-) 🔼 3rd 💉, 45%. 🔼 R0 1.73.   "
2832,2022-01-09 10:01:45,160888515,glennvanzutphen,That time after Christmas vacation that the dining room bookshelves became a #Covid family home testing center. Almost done! #signofthetimes @ Singapore  
2831,2022-01-09 23:57:10,1453990572,_rodahidup,845 new COVID-19 cases in Singapore; 327 Omicron infections confirmed      
2830,2022-01-10 05:28:21,19785811,dwallbank,"Singapore ICU cases per Capita, by vaccination status. Orange = not fully vaxxed. Tiny red lines = vaccinated.  Our whole caseload has been trending down (yay!) but you can plainly see that almost all the folks who've been in ICU for Covid aren't fully vaccinated.  "
2829,2022-01-10 05:54:04,1453990572,_rodahidup,South African study of Omicron Covid-19 variant points to end of acute pandemic phase  
2828,2022-01-10 05:56:13,1453990572,_rodahidup,"S'pore hospitals on standby to activate staff volunteers, workers if Covid-19 cases surge  "
2827,2022-01-10 05:57:15,1453990572,_rodahidup,"🔼 2,252 Omicron (5/01).        - (18% - all cases) 🔼 285,647 total cases. 🔼 845 new cases.       - (+34, 8/01) 🔼 242 community cases. 🔼 16 migrant workers. 🔼 587 imported cases. 🔽 46.3% ICU utilisation 🔼 838 deaths.(+1) 🔼 3rd 💉, 46%. 🔼 R0 1.80.   "
2826,2022-01-10 13:58:32,1453990572,_rodahidup,Singapore hopes to ride through Omicron wave with measures tightened only as 'last resort'     
2825,2022-01-10 13:58:47,1453990572,_rodahidup,Vaccinated people accounted for 30% of COVID-19 deaths last year: Ong Ye Kung     
2824,2022-01-10 14:16:04,1433349357101670402,AmanniMiss,Covid's gonna end soon. Amen.
2823,2022-01-10 14:17:48,1433349357101670402,AmanniMiss,End Covid 19 and End the fucking Omicron I swear to God! I miss those times where we don't need to wear mask!
2822,2022-01-10 15:53:27,188347682,temptempholder,"Say so many times, opposition act dumb or blur sotong people just dun understand and always want to politicise covid strategy and think that policy revolve around them  S'pore can neither remove all social restrictions nor go for 'zero-Covid' strategy  "
2821,2022-01-10 15:54:34,78264349,Sgboy01,What?! They are giving out reusable masks? I thought it is established they are nothing but face decoration against Omicron?
2820,2022-01-10 20:41:39,188347682,temptempholder,People who got covid in 2021 and is at least half dead be like : we are class of 21  
2819,2022-01-11 01:16:14,1453990572,_rodahidup,COVID-19 patients above 18 who do not get required booster shots will have to foot own medical bills: MOH     
2818,2022-01-11 01:16:43,1453990572,_rodahidup,750 new COVID-19 cases in Singapore; 389 Omicron infections confirmed     
2816,2022-01-11 01:21:30,1453990572,_rodahidup,"About 2,600 Omicron infections imported into Singapore so far: S Iswaran     "
2815,2022-01-11 10:01:33,261517674,tamikofion_bear,I test negative lei.. But the way other office colleagues look at me like I kanna covid jus bcos my colleagues test positive
2814,2022-01-11 11:04:46,188347682,temptempholder,"99% of covid related effect have not been discussed in depth. Most stories and changes brought by covid are buried still, only known by those who experienced the change.  Meanwhile, Twitter Singapore users just milking same old stories and politic complaint to talk about everyday"
2813,2022-01-11 11:10:30,188347682,temptempholder,So many interesting changes are happening in covid era in Singapore.  It's a magical world to explore if u are not unlucky ones who died.  The world is different now. And Singapore is best known to survive no matter what and pivot to new reality the first.
2812,2022-01-11 12:36:38,1450072423064227848,lllllllouis7,"More than 50% are due to Omicron variant, exponential increase and no intention to step back yet but reopening by getting all WFH eligible employees back to site. And those guys unable to keep SMM as they’re used to mask off at home"
2811,2022-01-11 13:45:26,188347682,temptempholder,Australia be like Singapore four months ago when we all rushed to Emergency too over covid cases and all medical services thus slow to a snail pace.  
2810,2022-01-11 15:46:05,208416310,Brekpit, Sick of people saying Liverpool is faking a covid outbreak when they didn't know how the testing is done. Or what kind of test has been done.
2809,2022-01-12 06:34:46,1453990572,_rodahidup,Biden wants US agencies to mandate COVID-19 testing for unvaccinated employees by Feb 15     
2808,2022-01-12 11:35:18,1453990572,_rodahidup,"🔼 4,322 Omicron (9/01).        - (308 are seniors) 🔼 287,243 total cases. 🔼 846; new cases.       - (+96, 9/01) 🔼 446 community cases. 🔽 400 imported cases. 🔼 51.1% ICU utilisation 🔼 838 deaths.(-) 🔼 3rd 💉, 48%. 🔼 R0 1.71.   "
2807,2022-01-12 11:42:42,1376236596131815425,bobbirossa,"It’s funny how u have to put a drink next to you when you don’t get a mask, so you don’t get a fine or any trouble. It’s like Covid magically disappears when you have a drink 🤣  "
